RUBRO,NOMBRE DE FANTASIA,CALLE,NRO.,LOCALIDAD,DEPARTAMENTO,DIRECCION COMPLETA,Latitude,Longitude,TELEFONOS,RES.,PROPIETARIO
PARRILLADA,FACUNDO,AV.SARMIENTO,641,CIUDAD,CAPITAL,AV.SARMIENTO 641 CIUDAD CAPITAL ,-32.8889907,-68.8475612,4202866,019/01,"BERTRAN, RICARDO, Y OTROS"
CONFITERIA,LOMORO,SAN MIGUEL ESQ.ROCCA,N/T,CIUDAD,LAS HERAS,SAN MIGUEL ESQ.ROCCA N/T CIUDAD LAS HERAS ,-32.8518022,-68.8412763,4271517,452/00,"ORTEGA, ESTELA SILVIA"
BAR,OPESSA,RUTA 7,S/N,USPALLATA,LAS HERAS,RUTA 7 S/N USPALLATA LAS HERAS ,-32.6016302,-69.3513428,02624-420144,519/01,"CORRADINI, DIEGO FERNANDO"
BAR,JAMAICA,AV.SAN MARTIN,1098,CIUDAD,TUNUYAN,AV.SAN MARTIN 1098 CIUDAD TUNUYAN ,-33.578597,-69.0162026,,193/05,"CAMERUCCI,IRENE TERESA"
CAF,NH CORDILLERA,AV.ESPA¥A,1342,CIUDAD,CAPITAL,AV.ESPA¥A 1342 CIUDAD CAPITAL ,-32.8875352,-68.8414516,4416464,N/T,LATINA DE GESTION HOTELERA S.A.
CAFETERIA,BONAFIDE,AV.SAN MARTIN,1483,CIUDAD,CAPITAL,AV.SAN MARTIN 1483 CIUDAD CAPITAL ,-32.8860908,-68.8379463,,E/T,TRADING EXPRESS S.A.
RESTAURANTE,RUTAS DEL SUR,RUTA 40 NORTE,KM.327,,MALARGUE,RUTA 40 NORTE KM.327  MALARGUE ,-35.4790966,-69.5852402,0260-4470251,E/T,RUTAS DEL SUR S.R.L.
HELADERIA,FERRUCCIO SOPPELSA,TERMINAL DEL SOL,,DORREGO,GUAYMALLEN,TERMINAL DEL SOL  DORREGO GUAYMALLEN ,-32.8948978,-68.8290725,,194/06,SCORE S.A.
RESTAURANTE,LOS GALLEGOS,COLOMBRES,235,CIUDAD,LUJAN,COLOMBRES 235 CIUDAD LUJAN ,-33.038431,-68.876905,4983668,830/15,MANUEL Y ANGEL MANZANO
CAF,EL PUENTE,SGO.DEL ESTERO,1786,CIUDAD,GODOY CRUZ,SGO.DEL ESTERO 1786 CIUDAD GODOY CRUZ ,-32.9028217,-68.8643875,,N/T,"ORTIZ,EXEQUIEL"
CAFETERIA,CROCANTE,AV.SAN MARTIN,1814,CIUDAD,GODOY CRUZ,AV.SAN MARTIN 1814 CIUDAD GODOY CRUZ ,-32.9062657,-68.8436469,4240205,497/92,"RICHARDI, SERGIO"
HELADERIA,SAN FELIPE,LORIA,5801,CHACRAS DE CORIA,LUJAN,LORIA 5801 CHACRAS DE CORIA LUJAN ,-32.9845057,-68.8824858,4960398,N/T,"JOSE, OSCAR"
CAFETERIA,ESPACIO DE ARTE GABRIELA SCARDO,AV.SAN MARTIN,1899,CIUDAD,CAPITAL,AV.SAN MARTIN 1899 CIUDAD CAPITAL ,-32.8810526,-68.8367072,4204679,E/T,"SCARDO, MARIA GABRIELA"
CONFITERIA,REPARITO,AV.SAN MARTIN,948,CIUDAD,TUNUYAN,AV.SAN MARTIN 948 CIUDAD TUNUYAN ,-33.5802363,-69.0164319,,430/07,"AZZAM, NAHUEL"
RESTAURANTE,LA ESQUINA,SAN MARTIN,320,CIUDAD,TUNUYAN,SAN MARTIN 320 CIUDAD TUNUYAN ,-33.5871231,-69.0159938,,E/T,EL EMCUENTRO S.A.
PADDLE-SANDWI,LAS VAYAS PADDLE,SARMIENTO,2945,LUZURIAGA,MAIPU,SARMIENTO 2945 LUZURIAGA MAIPU ,-32.9445442,-68.8139938,4521295,198/96,"SALAMONE, ANTONINO"
CAF-BAR,AQUARIUM,AV.SAN JUAN,477,CIUDAD,CAPITAL,AV.SAN JUAN 477 CIUDAD CAPITAL ,-34.6216992,-58.3724472,4233575,711/87,"MUNIBES,EDUARDO HUGO"
HELADERIA,FERRUCCIO SOPPELSA,AV.SAN MARTIN SUR,450,CIUDAD,GODOY CRUZ,AV.SAN MARTIN SUR 450 CIUDAD GODOY CRUZ ,-32.9286963,-68.8493324,4223919,N/T,FERRUCCIO SOPPELSA S.R.L.
PIZZERIA,LA VENDIMIA,9 DE JULIO,175,CIUDAD,SAN MARTIN,9 DE JULIO 175 CIUDAD SAN MARTIN ,-34.6073319,-58.3816252,0263-4420924,168/84,"RUIZ, GUILLERMO A."
SANDWICHERIA,TACO BAR EFECTO TEQUILA,VIAMONTE,5060,CHACRAS DE CORIA,LUJAN,VIAMONTE 5060 CHACRAS DE CORIA LUJAN ,-33.0038533,-68.8874998,4244957,518/01,"ZABALZA, ALFREDO GREGORIO"
RESTAURANTE,WNDY II,RUTA PANAMERICANA,KM. 998,BUEN ORDEN,SAN MARTIN,RUTA PANAMERICANA KM. 998 BUEN ORDEN SAN MARTIN ,-33.0806497,-68.47057,0263-4423965,E/T,"ORTS, MARIA TERESA"
RESTAURANTE,SAZON RESTAURANTE VEGETARIANO,RIVADAVIA,224,CIUDAD,CAPITAL,RIVADAVIA 224 CIUDAD CAPITAL ,-32.89126714,-68.84261965,261-5060962,E/T,"FARRUGIA, ANGEL PABLO"
CAFETERIA,PALERMO SOHO,AV.SAN JUAN,1348,CIUDAD,CAPITAL,AV.SAN JUAN 1348 CIUDAD CAPITAL ,-34.6224666,-58.3850728,4233377,830/12,"SABORIDO, PEDRO"
PANCHERIA,VACACIONES,SARMIENTO,542,CIUDAD,SAN MARTIN,SARMIENTO 542 CIUDAD SAN MARTIN ,-31.0597598,-61.168027,,019/93,"MONTES,JOSE RAMON"
HELADERIA,SERGIO HELADOS,SALTA Y P. MENDOCINAS,S/N,CIUDAD,SAN MARTIN,SALTA Y P. MENDOCINAS S/N CIUDAD SAN MARTIN ,-32.8894587,-68.8458386,,018/93,"ALVAREZ, SERGIO DIEGO"
COMEDOR,COMEDOR JURIDICO,AV.SAN MARTIN,1827,CIUDAD,TUNUYAN,AV.SAN MARTIN 1827 CIUDAD TUNUYAN ,-33.5704152,-69.0162166,,308/08,"RETAMALES, ESTER ADELA"
HELADERIA,MICHEL,AV.ESPA¥A,598,CIUDAD,LUJAN,AV.ESPA¥A 598 CIUDAD LUJAN ,8.2876917,-82.8645167,4982745,313/85,"MICHELINI, LUIS OSCAR"
HELADERIA,LA DELICIA DEL BOULEVAR,AV.HIPOLITO IRIGOYEN,1594,CIUDAD,SAN RAFAEL,AV.HIPOLITO IRIGOYEN 1594 CIUDAD SAN RAFAEL ,-34.6093531,-68.3494069,0260-4435558,265/15,HELADERIA LA DELICIA DEL BOULEVAR S.H.
CAFETERIA,MADERO,AV.COLON,740,CIUDAD,CAPITAL,AV.COLON 740 CIUDAD CAPITAL ,-32.8934538,-68.8499941,,E/T,"RODRIGUEZ, SERGIO HORACIO"
RESTAURANTE,LA MARCHIGIANA,PATRICIAS MENDOCINAS,1550,CIUDAD,CAPITAL,PATRICIAS MENDOCINAS 1550 CIUDAD CAPITAL ,-32.885011,-68.8420626,4230751,402/08,LE MARCHI S.R.L.
NO ESTA LEGAJO,NOGUEROL,MDO.COOP.GLLEN.,S/N,CIUDAD,GUAYMALLEN,MDO.COOP.GLLEN. S/N CIUDAD GUAYMALLEN ,-32.9028208,-68.8047004,,,"NOGUEROL, MANUEL"
CAFETERIA,COOKERS,J.V.GONZALEZ,450,HIPER.LIBERTAD,GODOY CRUZ,J.V.GONZALEZ 450 HIPER.LIBERTAD GODOY CRUZ ,-32.9286268,-68.8583963,,321/05,"QUIROGA, SANTIAGO GERMAN"
CONFITERIA,SCHARBEL S.R.L.,9 DE JULIO,230,CIUDAD,SAN MARTIN,9 DE JULIO 230 CIUDAD SAN MARTIN ,-34.6073319,-58.3816252,,097/87,"CIANCIO, LUIS Y OTRO (E.MASMAN,E.ESPETXE,L.CIANCIO"
HELADERIA,VILA,SAN ISIDRO,660,CIUDAD,RIVADAVIA,SAN ISIDRO 660 CIUDAD RIVADAVIA ,-33.19474275,-68.46487705,02623-442766,N/T,"VILA, JOSE MARIA"
CAF,ELENA,GRAL.PAZ,262,MERCADO CENTRAL,CAPITAL,GRAL.PAZ 262 MERCADO CENTRAL CAPITAL ,-32.88471744,-68.84123215,,513/01,"MONTOYA, LOURDES RUFINA"
CAFETERIA,LA POSTA,TERNINAL DEL SOL ALA NORTE,,VILLA NUEVA,GUAYMALLEN,TERNINAL DEL SOL ALA NORTE  VILLA NUEVA GUAYMALLEN ,-32.90131,-68.7826614,155182873,E/T,"MESIAS, ALBERTO"
RESTAURANTE,LA GULITA,AEROPUERTO GABRIELLI,S/N,CIUDAD,LAS HERAS,AEROPUERTO GABRIELLI S/N CIUDAD LAS HERAS ,-32.8277363,-68.798438,4487128,N/T,"PEDERNERA,LEONOR"
PARRILLADA,ANASTASIO,AV.JUAN B.JUSTO,376,CIUDAD,CAPITAL,AV.JUAN B.JUSTO 376 CIUDAD CAPITAL ,-32.8840666,-68.8541165,,E/T,TAURUS S.A.
SANDWICHERIA,MIRADOR,COLON,45,CIUDAD,GODOY CRUZ,COLON 45 CIUDAD GODOY CRUZ ,-32.9251777,-68.8451488,,025/05,"MONTENEGRO, MARIA LAURA"
BAR,MOLOKAI,BELGRANO,1169,CIUDAD,CAPITAL,BELGRANO 1169 CIUDAD CAPITAL ,-32.88810242,-68.84901464,4254808,E/T,"PIUZZI, VICTOR EMILIANO"
CAF,KEOPS,AV.BULOGNE SUR MER,64,CIUDAD,SAN MARTIN,AV.BULOGNE SUR MER 64 CIUDAD SAN MARTIN ,-34.6877457,-58.5213288,,E/T,
PIZZERIA,LUCES,AV.DEL LIBERTADOR,12,PALMIRA,SAN MARTIN,AV.DEL LIBERTADOR 12 PALMIRA SAN MARTIN ,-33.0517968,-68.5614274,0263-4461024,068/93,"LUCERO, ADOLFO Y LUIS"
RESTAURANTE,PUESTO DIAZ,GRAL.ACHA,S/N,COLONIA ITALIA,LAVALLE,GRAL.ACHA S/N COLONIA ITALIA LAVALLE ,-37.3687938,-64.5998672,155255522,E/T,"DIAZ, DANIEL ANTONIO"
CONFITERIA,EL REFUGIO,ARISTOBULO DEL VALLE,19/61,CIUDAD,RIVADAVIA,ARISTOBULO DEL VALLE 19/61 CIUDAD RIVADAVIA ,-33.1949752,-68.4664129,,218/10,EMPRENDIMIENTO SAN ISIDRO S.A.
CAFETERIA,EL FARO,AV.ESPA¥A,948,CIUDAD,CAPITAL,AV.ESPA¥A 948 CIUDAD CAPITAL ,-32.8917814,-68.8426427,4250333,1049/09,EL FARO BISTRO S.A.
LOMITERIA,4 HERMANOS,AV.SAN MARTIN,1801,CIUDAD,TUNUYAN,AV.SAN MARTIN 1801 CIUDAD TUNUYAN ,-33.5706951,-69.0165678,02622-422110,414/07,"MOCAYAR, JOSE"
SERVICOMPRAS,OCTANO,AV.SAN MARTIN SUR,575,CIUDAD,GODOY CRUZ,AV.SAN MARTIN SUR 575 CIUDAD GODOY CRUZ ,-32.9302605,-68.8503438,4350303,E/T,OCTANO S.A
RESTO-BAR,DANIEL ALESIO EXPEDICIONES,PARQUE PROVINCIAL ACONCAGUA,S/N,PARQUE ACONCAGUA,LAS HERAS,PARQUE PROVINCIAL ACONCAGUA S/N PARQUE ACONCAGUA LAS HERAS ,-32.653179,-70.0108675,,E/T,"ALESIO, DANIEL DARIO"
RESTAURANTE,DON VALENTIN BISTRO,CALLE SARMIENTO,,COLONIA LAS ROSAS,TUNUYAN,CALLE SARMIENTO  COLONIA LAS ROSAS TUNUYAN ,-33.5999828,-69.0760578,155171522,416/07,"MARCHANT, ANGELICA INES"
RESTAURANTE,"BIZZARRO,COMPLEJO NINA",RUTA PANAMERICANA,S/N,EL CHALLAO,LAS HERAS,RUTA PANAMERICANA S/N EL CHALLAO LAS HERAS ,-32.8523904,-68.8962314,4964114,523/00,"ALCARAZ, DANIEL"
HELADERIA,ASTI,JORGE A.CALLE,487,CIUDAD,CAPITAL,JORGE A.CALLE 487 CIUDAD CAPITAL ,-32.8687144,-68.8512885,4253112,538/02,"DAPINO, JUAN CESAR"
PIZZERIA,MASCALZZONE,SAN LORENZO,230,CIUDAD,CAPITAL,SAN LORENZO 230 CIUDAD CAPITAL ,-32.8934381,-68.84327006,261-156789468,E/T,"PRADO, SANDRA VANESA"
CONFITERIA,LA GUANACA,RUTA PANAMERICANA,S/N,CIUDAD,LAS HERAS,RUTA PANAMERICANA S/N CIUDAD LAS HERAS ,-32.8518022,-68.8412763,4290096,28*01,"FAINGOLD, MARCOS"
CAFETERIA,OPESSA,RUTA 7,KM.1146,USPALLATA,LAS HERAS,RUTA 7 KM.1146 USPALLATA LAS HERAS ,-32.614658,-69.350359,153654795,E/T,OPESSA
RESTAURANTE,LOS DOS AMIGOS,SANTA FE,402,CIUDAD,CAPITAL,SANTA FE 402 CIUDAD CAPITAL ,-31.6106578,-60.697294,,N/T,"MARINARO,ANGEL"
RESTAURANTE,ARABIAN FOOD TRUCKS,MITRE,1315,SAN JOSE,GUAYMALLEN,MITRE 1315 SAN JOSE GUAYMALLEN ,-32.8862098,-68.814576,,E/T,VERTIENTES ANDINAS S.R.L.
PARRILLADA,ARTURITO,CHILE,1515,CIUDAD,CAPITAL,CHILE 1515 CIUDAD CAPITAL ,-35.675147,-71.542969,4259925,1125/13,LOS LE¥OS S.A.
RESTAURANTE,EL MONTA¥EZ,RUTA PROVINCIAL 94,S/N,EL MANZANO HISTORICO,TUNUYAN,RUTA PROVINCIAL 94 S/N EL MANZANO HISTORICO TUNUYAN ,-33.6019298,-69.3836574,,E/T,"FERNANDEZ CASTA¥O, ENRIQUE"
PIZZERIA,PIZZA MARCA,AV.HIPOLITO IRIGOYEN,265,CIUDAD,SAN RAFAEL,AV.HIPOLITO IRIGOYEN 265 CIUDAD SAN RAFAEL ,-34.615217,-68.333356,0260-4435700,611/11,"MARTINEZ, MARCELO DARIO"
HELADERIA,IMPERIAL,AGUADO,146,CIUDAD,CAPITAL,AGUADO 146 CIUDAD CAPITAL ,-32.8711522,-68.8472673,,85/83,"MORENO,JOSE EMILIO"
RESTAURANTE,AMARE,AV.HIPOLITO IRIGOYEN,1130,CIUDAD,SAN RAFAEL,AV.HIPOLITO IRIGOYEN 1130 CIUDAD SAN RAFAEL ,-34.6111958,-68.3438719,0260-4439320,E/T,"MARIM, VALERIA ANA"
HELADERIA,CHINI,AV.ESPA¥A,1492,CIUDAD,CAPITAL,AV.ESPA¥A 1492 CIUDAD CAPITAL ,-32.885993,-68.841044,4255792-155155856,1120/14,SONDRIO SRL
RESTAURANTE,URBAN,LOS INDIOS,S/N,EL CEPILLO,SAN CARLOS,LOS INDIOS S/N EL CEPILLO SAN CARLOS ,-33.80381345,-69.08385479,02622-451579/088/598,378/10,BODEGAS Y VI¥EDOS FOURNIER S.A.
SANDWICHERIA,MENDOZA SANDWICH,BELGRANO,1293,CIUDAD,CAPITAL,BELGRANO 1293 CIUDAD CAPITAL ,-32.88672371,-68.84893085,4292424,959/14,"CUCHIETTI, HECTOR CALIXTO"
RESTAURANTE,LA STAZIONE,RIVADAVIA,38,COSTA DE ARAUJO,LAVALLE,RIVADAVIA 38 COSTA DE ARAUJO LAVALLE ,-32.7586119,-68.3943828,02634-494177,E/T,"VELAZQUEZ, ELENA DEL CARMEN"
HELADERIA,CRISTAL,CORONEL DIAZ,551,CIUDAD,CAPITAL,CORONEL DIAZ 551 CIUDAD CAPITAL ,-32.8666799,-68.8266506,4304013,N/T,"ZANELLA,JUAN DOMINGO"
CONF.BAILABLE,VANGELIS,RUTA PANAMERICANA,S/N,,LUJAN,RUTA PANAMERICANA S/N  LUJAN ,-34.5633312,-59.1208805,,456/87,"RUANO,RUBEN Y PETRINI,GUSTAVO"
ROTISERIA,CANTINA COSTA AZUL,SAN MARTIN,361,CIUDAD,MAIPU,SAN MARTIN 361 CIUDAD MAIPU ,-32.9847382,-68.7843259,4811845,161/05,"JOFRE, ELSA GLADYS"
CAFETERIA,SANTI,AV.ROQUE SAENZ PE¥A,521,CIUDAD,CAPITAL,AV.ROQUE SAENZ PE¥A 521 CIUDAD CAPITAL ,-32.8805728,-68.855489,4236096,E/T,"PANTOJA, SANTIAGO"
CAFETERIA,LOS LE¥OS,AV.ALVEAR ESTE,836,CIUDAD,GRAL.ALVEAR,AV.ALVEAR ESTE 836 CIUDAD GRAL.ALVEAR ,-34.977968,-67.6789297,,094/14,"PEREZ, MAURICIO GABRIEL"
RESTAURANTE,TACO BAR,GUTIERREZ,406,CIUDAD,CAPITAL,GUTIERREZ 406 CIUDAD CAPITAL ,-32.88744913,-68.84422005,4230949,119/06,EFECTO TEQUILA S.R.L.
CAFETERIA,DUNKEN,ESPEJO,19,CIUDAD,CAPITAL,ESPEJO 19 CIUDAD CAPITAL ,-32.88923124,-68.83944115,5628180,E/T,9/1/2019
CAFETERIA,CAFETERIA,CATAMARCA,148,CIUDAD,CAPITAL,CATAMARCA 148 CIUDAD CAPITAL ,-28.469581,-65.7795441,,523/08,
BAR,BULEVAR OESTE,DEAN FUNES,10,CIUDAD,SAn RAFAEL,DEAN FUNES 10 CIUDAD SAn RAFAEL ,-34.6076517,-68.3561806,,E/T,"SANCHEZ, OSVALDO"
SANDWICHERIA,BELGRANO SANDWICHS,BELGRANO,1293,CIUDAD,CAPITAL,BELGRANO 1293 CIUDAD CAPITAL ,-32.88671827,-68.8489179,4290025,825/12,EURODOC S.A.
RESTAURANTE,TOMILLO,AV.LOS CONDORES,S/N,POTRERILLOS,LUJAN,AV.LOS CONDORES S/N POTRERILLOS LUJAN ,-32.961961,-69.1965626,,E/T,"WATLE, ALBERTO"
RESTAURANTE,EL PINO,URQUIZA,70,TUPUNGATO,TUPUNGATO,URQUIZA 70 TUPUNGATO TUPUNGATO ,-33.3633389,-69.1426687,,228/06,"LASPINA, MARCELO FABIAN"
SANDWICHERIA,MR.DOG,GARIBALDI,47,CIUDAD,CAPITAL,GARIBALDI 47 CIUDAD CAPITAL ,-32.89093141,-68.83851868,4350375,130/92,"FORNIES, ALFREDO G."
CAFETERIA,BUTE,ESPEJO,501,CIUDAD,CAPITAL,ESPEJO 501 CIUDAD CAPITAL ,-32.8881084,-68.84563205,4233661,821/15,12 COPAS S.A.
RESTAURANTE,VALLE DEL TUPUNGATO,BELGRANO,542,CIUDAD,TUPUNGATO,BELGRANO 542 CIUDAD TUPUNGATO ,-33.3728036,-69.1475583,,N/T,"SOLUSTRI, GUALTERIO"
RESTAURANTE,NUEVO HORIZONTE,MDO.COOP.GLLEN.,S/N,CIUDAD,GUAYMALLEN,MDO.COOP.GLLEN. S/N CIUDAD GUAYMALLEN ,-32.9028208,-68.8047004,,649/85,"KNAUS,DAVID ALEJANDRO"
RESTAURANTE,IL PICOLO,RUTA 82,KM.39,CACHEUTA,LUJAN,RUTA 82 KM.39 CACHEUTA LUJAN ,-33.013823,-69.117304,155155452,E/T,"VERGAGNI, DANIEL"
CAF-POOL,FAUSTO,R.ESCALADA Y T. THOMAS,S/N,CIUDAD,SAN MARTIN,R.ESCALADA Y THOMAS CIUDAD SAN MARTIN ,-33.086813,-68.4731136,,395/85,"MAZZA,ANTONIO"
CHOCOLATERIA,BRILLAT SAVARIN,AV.JUAN B.JUSTO,135,CIUDAD,CAPITAL,AV.JUAN B.JUSTO 135 CIUDAD CAPITAL ,-32.8838385,-68.8506467,4234166,E/T,J.J.C. S.A.
SANDWICHERIA,ARUCA,RIVADAVIA,402,CIUDAD,CAPITAL,RIVADAVIA 402 CIUDAD CAPITAL ,-32.89086118,-68.84499908,,416/91,SANCHEZ RAUL OSCAR Y JULIAN A. MOMO
CAFETERIA,BIANCO & NERO,BALCARCE,735,PORTAL LOS ANDES,GODOY CRUZ,BALCARCE 735 PORTAL LOS ANDES GODOY CRUZ ,-32.9177264,-68.8408571,4248089,980/13,ANTONIOLI S.A.
BAR,BROD,BESARES,833,CHACRAS DE CORIA,LUJAN,BESARES 833 CHACRAS DE CORIA LUJAN ,-32.980861,-68.8725202,,107/19,"BRESOLIN, FRANCO CAMILO"
RESTO-BAR,FIVE STARS,LAVALLE,35,CIUDAD,CAPITAL,LAVALLE 35 CIUDAD CAPITAL ,-32.8890708,-68.8380563,4202599,1034/13,"PEREYRA, HECTOR OMAR"
RESTAURANTE,ENTRE CERROS,RUTA 89,S/N,POTRERILLOS,LUJAN,RUTA 89 S/N POTRERILLOS LUJAN ,-32.9596782,-69.205975,155116535,E/T,"OTTONE, ENRIQUE CARLOS"
VENTA COMIDAS,EL CALAMAR,GRAL.PAZ,262,MERCADO CENTRAL,CAPITAL,GRAL.PAZ 262 CAPITAL ,-32.88458782,-68.84123215,,463/02,"ALDAO, RUBEN JOSE"
CAF,DE LA GALERIA,AV.SAN JUAN,1420,CIUDAD,CAPITAL,AV.SAN JUAN 1420 CIUDAD CAPITAL ,-34.6225424,-58.3860902,4595892,218/97,"ELLENA,GLADYS"
PIZZERIA,LA COSA NOSTRA,AV.BULOGNE SUR MER,698,CIUDAD,SAN MARTIN,AV.BULOGNE SUR MER 698 CIUDAD SAN MARTIN ,-34.692114,-58.5149355,0263-4429888,76/06,"CABALLO, MARCOS SEBASTIAN"
RESTAURANTE,BUTE PLAZA,9 DE JULIO,1126,CIUDAD,CAPITAL,9 DE JULIO 1126 CIUDAD CAPITAL ,-32.89000077,-68.84076275,0261-4233661,E/T,12 COPAS S.A.
CAFETERIA,LAS DUELAS,PASEO PELLEGRINI,190,CIUDAD,SAN RAFAEL,PASEO PELLEGRINI 190 CIUDAD SAN RAFAEL ,-34.6128922,-68.3390622,0260-4439127,E/T,"BIANCHI, GIANINA DEL CARMEN"
CAFETERIA,MINIMARKET SHELL,AV.COLON,194,CIUDAD,CAPITAL,AV.COLON 194 CIUDAD CAPITAL ,-32.8948482,-68.8429733,,519/03,"FLAMARIQUE, GUILLERMO DANIEL"
CAF,ROMA,AV.MITRE,660,CIUDAD,CAPITAL,AV.MITRE 660 CIUDAD CAPITAL ,-32.8945357,-68.8460722,4253427,542/02,"PEREYRA, ADOLFO MARCOS"
CAF,EL SITIO,ENTRE RIOS,38,CIUDAD,CAPITAL,ENTRE RIOS 38 CIUDAD CAPITAL ,-32.8858211,-68.8376583,4200381,069/05,"MELAJ, FERNANDO ANDRES"
CAFETERIA,ESTACION DE SERVICIO A.C.A.,RECONQUISTA Y GOB.VIDELA,S/N,DORREGO,GUAYMALLEN,RECONQUISTA Y GOB.VIDELA S/N DORREGO GUAYMALLEN ,-32.944372,-68.749124,4317336,84/04,"MARTINEZ, DARDO"
BAR,LA PE¥A,LA TOTORA,S/N,EL ALGARROBAL,LAS HERAS,LA TOTORA S/N EL ALGARROBAL LAS HERAS ,-32.8403491,-68.7757068,,N/T,
HELADERIA,SEU TU,PERU,2906,CIUDAD,CAPITAL,PERU 2906 CIUDAD CAPITAL ,-9.189967,-75.015152,4305754,E/T,GALBA ARGENTINA S.A.
CAF-BAR,EL GRADUADO,CATAMARCA,157,CIUDAD,CAPITAL,CATAMARCA 157 CIUDAD CAPITAL ,-28.469581,-65.7795441,5201642,E/T,"DIAZ, LEANDRO"
BALNEARIO,LA GRUTA-LA TOTORA (BALNEARIO),PASO HONDO,S/N,EL ALGARROBAL,LAS HERAS,PASO HONDO S/N EL ALGARROBAL LAS HERAS ,-32.8191594,-68.7592354,,N/T,"PANASITI,DOMINGO"
RESTAURANTE,DEMETRIO,AV.HIPOLITO IRIGOYEN,1600,CIUDAD,SAN RAFAEL,AV.HIPOLITO IRIGOYEN 1600 CIUDAD SAN RAFAEL ,-34.609233,-68.3497113,0260-4428678,122/01,"RIOS, WALTER ALFREDO"
HELADERIA,GIUNTA,PELLEGRINI,1388,CIUDAD,GODOY CRUZ,PELLEGRINI 1388 CIUDAD GODOY CRUZ ,-32.9087617,-68.8604812,4273868,N/T,"GIUNTA,FERNANDO"
RESTAURANTE,EL MERCADITO,VIAMONTE,4961,CHACRAS DE CORIA,LUJAN,VIAMONTE 4961 CHACRAS DE CORIA LUJAN ,-32.9902789,-68.8853151,4962267,E/T,ALFOZ S.A.
COMEDOR,EL CAMIONERO,RUTA NAC.N§7,866,DESAGUADERO,LA PAZ,RUTA NAC.N§7 866 DESAGUADERO LA PAZ ,-16.489689,-68.1192936,,E/T,"SALAS, NORMA ESTER"
COMEDOR,KASKOTE,ALBERDI,43,CIUDAD,TUPUNGATO,ALBERDI 43 CIUDAD TUPUNGATO ,-33.3682948,-69.1465358,,E/T,SESADI S.A.
SNACK-BAR,DOCTOR NADA,LIBERTADOR,65,CIUDAD,SAN RAFAEL,LIBERTADOR 65 CIUDAD SAN RAFAEL ,-34.617052,-68.3300203,0260-4425116,113/01,"TORINO, HECTOR FABIAN"
CAF,CUCA BAR,ALVEAR OESTE,255,CIUDAD,GRAL.ALVEAR,ALVEAR OESTE 255 CIUDAD GRAL.ALVEAR ,-34.9778972,-67.6926921,02625-425771,364/07,"NASPI, NESTOR DANIEL"
CAFETERIA,LOS OLIVOS,VIAMONTE Y LARREA,S/N,CHACRAS DE CORIA,LUJAN,VIAMONTE Y LARREA S/N CHACRAS DE CORIA LUJAN ,-32.9885585,-68.8848873,,157/08,"ALFONSO, VICTOR MIGUIEL"
CAFETERIA,CAF DE SIEMPRE,AV.ESPA¥A,1241,CIUDAD,CAPITAL,AV.ESPA¥A 1241 CIUDAD CAPITAL ,-32.8887266,-68.8414345,4204427,E/T,"DIP, GLORIA IRIS"
RESTAURANTE,VITRO-PARK HYATT HOTEL,CHILE,1124,CIUDAD,CAPITAL,CHILE 1124 CIUDAD CAPITAL ,-35.675147,-71.542969,4411234/5,N/T,PARK HYATT HOTEL LEG.1
CONFITERIA,CALIFORNIA,PADRE VAZQUEZ,257,CIUDAD,MAIPU,PADRE VAZQUEZ 257 CIUDAD MAIPU ,-32.9831612,-68.7883575,4813029,095/05,"GONZALEZ, GLADYS GENOVEVA"
CAF-BAR,Y.P.F. FULL,AV.HIPOLITO IRIGOYEN,515,CIUDAD,SAN RAFAEL,AV.HIPOLITO IRIGOYEN 515 CIUDAD SAN RAFAEL ,-34.614271,-68.3365126,0260-4436807,124/01,OPESSA
DISCOTECA,NOTRE DAME,AVELLANEDA,2962,CIUDAD,GUAYMALLEN,AVELLANEDA 2962 CIUDAD GUAYMALLEN ,-32.9028208,-68.8047004,,866/85,"ROMANO, ANTONIO VICENTE Y OTRO"
CARRITO-BAR,DON PEDRO,R.PROV.61,S/N,CARRIZAL DE ABAJO,LUJAN,R.PROV.61 S/N CARRIZAL DE ABAJO LUJAN ,-33.3217114,-68.7598031,,N/T,"CUELLO,PEDRO"
CAFETERIA,NINA CAF BAR,OLASCOAGA,10,CIUDAD,SAN RAFAEL,OLASCOAGA 10 CIUDAD SAN RAFAEL ,-35.2381012,-60.6135687,0260-4423678,E/T,CAMPI S.R.L.
PIZZERIA,DON EVARISTO,MDO.COOP.GLLEN.,S/N,CIUDAD,GUAYMALLEN,MDO.COOP.GLLEN. S/N CIUDAD GUAYMALLEN ,-32.9028208,-68.8047004,,N/T,"JOFRE, EVARISTO"
RESTAURANTE,NATURATA,VICENTE LOPEZ,177,CIUDAD,CAPITAL,VICENTE LOPEZ 177 CIUDAD CAPITAL ,-34.5281205,-58.473816,4203087,573/02,"SAVA, ROXANA EMMA"
CONFITERIA,LOS AMIGOS,AV.J.V.ZAPATA,201,CIUDAD,CAPITAL,AV.J.V.ZAPATA 201 CIUDAD CAPITAL ,-32.89038245,-68.85316584,4200382,457/96,"OGA,ADRIANA ELBA"
CAF-BAR,ALL SWEET,PASO DE LOS ANDES,655,CIUDAD,CAPITAL,PASO DE LOS ANDES 655 CIUDAD CAPITAL ,-32.8921346,-68.8587875,4231779,230/01,"SCIOLA, ESTEBAN DANTE-FAUCI"
